1.171875,-0.0625,-0.25,-0.0625,-0.01513672,0.03076172,0.9711914,0.02685547,0.02587891,-0.3237305
1.953125,-0.0625,-0.25,-0.0625,-0.01513672,0.03076172,0.9711914,0.02685547,0.02587891,-0.3237305
2.34375,-0.0625,0.0625,0,-0.04638672,0.02685547,0.9672852,0.03857422,0.02587891,-0.3222656
3.125,-0.375,-0.25,-0.375,-0.04638672,0.02294922,0.9790039,0.03857422,0.02587891,-0.3222656
3.515625,-0.0625,0.5625,0.0625,-0.05029297,0.04248047,0.9711914,0.03857422,0.02587891,-0.3222656
4.296875,-0.125,-0.125,-0.1875,-0.03857422,0.02685547,0.9829102,0.03613281,0.02148438,-0.3110352
4.6875,0.125,0.5,-0.0625,-0.04638672,0.03466797,0.9672852,0.03613281,0.02148438,-0.3110352
5.46875,0.125,0.5,-0.375,-0.05419922,0.03466797,0.9555664,0.03613281,0.02148438,-0.3110352
6.25,0.1875,-0.875,-0.3125,-0.03466797,0.04638672,0.9672852,0.03125,0.02587891,-0.3251953
7.03125,0,0.625,-0.1875,-0.03857422,0.04638672,0.9672852,0.03125,0.02587891,-0.3251953
7.421875,0.0625,0.6875,-0.6875,-0.03466797,0.02294922,0.9829102,0.03125,0.02587891,-0.3251953
8.203125,0.3125,-0.125,0,-0.04638672,0.01513672,0.9633789,0.03125,0.02587891,-0.3251953
8.59375,0,0.3125,-0.1875,-0.05029297,0.01513672,0.9750977,0.03125,0.02587891,-0.3251953
9.375,0.3125,-0.125,-0.875,-0.04248047,0.01123047,0.9672852,0.03125,0.02587891,-0.3251953
9.765625,-0.0625,-0.6875,-0.375,-0.01904297,0.02685547,0.9829102,0.03125,0.02587891,-0.3251953
10.546875,-0.125,0.0625,-0.125,-0.02294922,0.04248047,0.9633789,0.03271484,0.03173828,-0.3139648
10.9375,0.125,-0.5,-0.375,-0.05029297,0.02685547,0.9477539,0.03271484,0.03173828,-0.3139648
12.109375,0.125,-0.1875,-0.5625,-0.04248047,0.01904297,0.9790039,0.03271484,0.03173828,-0.3139648
12.5,-1.0625,-1.1875,-0.0625,-0.02294922,0.01513672,0.9750977,0.03369141,0.02001953,-0.3178711
13.28125,-0.6875,-1.5,-0.125,-0.04638672,0.04248047,0.9594727,0.03369141,0.02001953,-0.3178711
13.671875,-0.4375,-0.6875,0.125,-0.05810547,0.03466797,0.9243164,0.03369141,0.02001953,-0.3178711
14.453125,-1.1875,-0.6875,-0.3125,-0.04638672,0.007324219,0.9868164,0.03369141,0.02001953,-0.3178711
14.84375,-0.0625,0,-0.25,-0.01123047,0.02685547,0.9477539,0.03369141,0.02001953,-0.3178711
15.625,-0.5625,-0.6875,0.1875,-0.03857422,0.03466797,0.9868164,0.03369141,0.02001953,-0.3178711
16.015625,0,-0.5625,-0.3125,-0.03857422,0.01513672,0.9360352,0.03369141,0.02001953,-0.3178711
17.1875,0.0625,0.0625,0,-0.01513672,0.02685547,0.9711914,0.02539063,0.02832031,-0.3222656
17.578125,0.25,-0.625,-0.1875,-0.03076172,0.04248047,0.9633789,0.02539063,0.02832031,-0.3222656
18.359375,-0.3125,0.6875,-0.25,-0.03076172,0.01513672,0.9829102,0.02539063,0.02832031,-0.3222656
18.75,0.125,0.125,0,-0.03466797,0.007324219,0.9829102,0.03125,0.02490234,-0.3266602
19.53125,-0.25,0,-0.4375,-0.03857422,0.02685547,0.9711914,0.03125,0.02490234,-0.3266602
19.921875,0.6875,0.0625,-0.1875,-0.05029297,0.01513672,0.9711914,0.03125,0.02490234,-0.3266602
20.703125,-0.3125,-0.0625,0,-0.03466797,0.03076172,0.9868164,0.02441406,0.02734375,-0.3208008
21.09375,0.3125,0.375,-0.25,-0.04638672,0.03076172,0.9672852,0.02441406,0.02734375,-0.3208008
21.875,-0.125,-0.375,-0.25,-0.03466797,0.04248047,0.9829102,0.02441406,0.02734375,-0.3208008
22.65625,0,0.0625,-0.125,-0.05029297,0.02685547,0.9633789,0.02441406,0.02734375,-0.3208008
23.4375,-0.25,-0.125,-0.1875,-0.02685547,0.02685547,0.9829102,0.02783203,0.02001953,-0.3168945
23.828125,-0.125,-0.25,0,-0.03466797,0.01513672,0.9672852,0.02783203,0.02001953,-0.3168945
24.609375,-0.3125,0,0.125,-0.05029297,0.01904297,0.9829102,0.02783203,0.02001953,-0.3168945
25.0,0.3125,0.1875,-0.375,-0.04638672,0.03076172,0.9711914,0.03466797,0.02929688,-0.3222656
25.78125,0.5,0,0,-0.02685547,0.02294922,0.9633789,0.03466797,0.02929688,-0.3222656
26.171875,-0.3125,-0.125,0,-0.03076172,0.02685547,0.9829102,0.03466797,0.02929688,-0.3222656
26.953125,0.0625,0.1875,-0.3125,-0.03857422,0.03466797,0.9672852,0.03710938,0.02246094,-0.3125
27.34375,0.1875,-0.5,-0.0625,-0.03857422,0.05029297,0.9672852,0.03710938,0.02246094,-0.3125
28.515625,1.0625,-0.25,-0.4375,-0.03076172,0.02294922,0.9829102,0.03710938,0.02246094,-0.3125
28.90625,0.1875,0,-0.6875,-0.03466797,0.02685547,0.9829102,0.03710938,0.02246094,-0.3125
29.6875,0.25,-0.25,-0.25,-0.04248047,0.03466797,0.9790039,0.03710938,0.02246094,-0.3125
30.078125,0.1875,-0.1875,0,-0.03466797,0.02685547,0.9594727,0.03710938,0.02246094,-0.3125
30.859375,0.0625,0.375,-0.375,-0.03076172,0.04248047,0.9868164,0.03710938,0.02246094,-0.3125
31.25,-0.0625,-0.6875,-0.5,-0.03857422,0.03076172,0.9594727,0.03125,0.02246094,-0.3237305
32.03125,0.375,-0.3125,-0.6875,-0.03076172,0.03466797,0.9711914,0.03125,0.02246094,-0.3237305
32.421875,0.5,-0.75,-0.125,-0.02294922,0.03466797,0.9829102,0.03125,0.02246094,-0.3237305
33.59375,-0.125,-0.375,-0.125,-0.03466797,0.01513672,0.9438477,0.02539063,0.0234375,-0.3193359
33.984375,-0.3125,0,-0.8125,-0.03857422,0.02685547,0.9829102,0.02539063,0.0234375,-0.3193359
34.765625,0.125,0,-0.4375,-0.03466797,0.03466797,0.9750977,0.02539063,0.0234375,-0.3193359
35.15625,0.625,-0.6875,-1.1875,-0.03857422,0.03857422,0.9594727,0.02539063,0.0234375,-0.3193359
35.9375,-0.375,-0.25,-0.5,-0.04248047,0.01513672,0.9672852,0.02539063,0.0234375,-0.3193359
36.328125,0.4375,-0.5625,-0.5625,-0.04248047,0.04248047,0.9360352,0.02539063,0.0234375,-0.3193359
37.109375,0.75,-0.9375,-0.5625,-0.03466797,0.04638672,0.9790039,0.02539063,0.0234375,-0.3193359
37.5,0.75,-0.4375,-0.1875,-0.007324219,0.01513672,0.9829102,0.03125,0.02587891,-0.3208008
38.28125,0.5,-0.125,-0.4375,-0.03466797,0.03076172,0.9829102,0.03125,0.02587891,-0.3208008
39.0625,1.625,-0.5625,-0.125,-0.01904297,0.02294922,0.9946289,0.03125,0.02587891,-0.3208008
