0.0916979859319,-0.12221004958,-0.0209135369382,0.386496,0.039284,0.80276,0.392885691447,-0.139993427539,0.156740060193,1,0,0,0,0,0,0,0
0.913922596546,-0.128318701962,-0.493723231303,0.468968,-0.115168,0.931348,0.391606714628,-0.139007558331,0.160383335973,1,0,0,0,0,0,0,0
0.847949150821,-0.208952913404,0.673029373655,0.270108,-0.303048,0.909144,0.375779376499,-0.0686822214919,0.227229526374,1,1,1,1,0,0,0,0
-1.15080190856,-0.729410096349,1.01877909847,0.386252,0.077348,0.74298,0.184092725819,0.0156095957936,0.378504672897,1,0,1,0,0,0,0,0
-1.44523895337,-0.384882102005,0.927149312745,0.560468,0.778848,0.644404,0.0717026378897,0.00180742688137,0.388642483764,1,0,0,0,0,0,0,0
1.7031604843,0.971238726795,-1.82052252867,0.73322,1.0248,0.757864,0.0717026378897,0.00180742688137,0.388642483764,1,0,0,0,0,0,0,0
3.73123307512,2.65478332327,-5.52236587215,0.876936,-0.182512,1.08458,0.136290967226,-0.0215248110417,0.39149374307,1,0,0,0,0,0,0,0
-1.2473186162,-1.23642824405,4.30523407998,0.49654,-0.3599,0.740052,0.371622701839,0.450870851134,-0.00894978615555,1,0,0,0,0,0,0,0
-0.637675108476,-2.97495071196,4.04744894946,0.7015,1.035536,0.465064,0.445963229416,0.268320736116,0.150403928402,0,0,0,0,0,0,0,0
-0.342016333189,0.740331666756,-1.63115430483,0.663924,0.112484,0.896944,0.23653077538,-0.0287545185672,0.346348804055,1,0,0,0,0,0,0,0
